"year","board_number","board_name","board_type","school_number","school_name","school_type","school_special_condition_code","school_level","school_language","grade_range","street","municipality","city","postal_code","enrolment","latitude","longitude","percentage_of_students_whose_first_language_is_not_english","percentage_of_students_whose_first_language_is_not_french","percentage_of_students_who_are_new_to_canada_from_a_non_english_speaking_country","percentage_of_students_who_are_new_to_canada_from_a_non_french_speaking_country","percentage_of_students_receiving_special_education_services","percentage_of_students_identified_as_gifted","percentage_of_grade_3_students_achieving_the_provincial_standard_in_reading","percentage_of_grade_3_students_achieving_the_provincial_standard_in_writing","percentage_of_grade_3_students_achieving_the_provincial_standard_in_mathematics","percentage_of_grade_6_students_achieving_the_provincial_standard_in_reading","percentage_of_grade_6_students_achieving_the_provincial_standard_in_writing","percentage_of_grade_6_students_achieving_the_provincial_standard_in_mathematics","percentage_of_grade_9_students_achieving_the_provincial_standard_in_academic_mathematics","percentage_of_grade_9_students_achieving_the_provincial_standard_in_applied_mathematics","percentage_of_students_that_passed_the_grade_10_osslt_on_their_first_attempt","percentage_of_school_aged_children_who_live_in_low_income_households","percentage_of_students_whose_parents_have_no_degree_diploma_or_certificate","percentage_of_grade_9_students_achieving_the_provincial_standard_in_mathematics"
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","400734","Norman Cook Junior Public School","Public","Not applicable","Elementary","English","JK-6","725 Danforth Rd","Toronto, City of","Scarborough","M1K1G4","180",43.71903,-79.2578,45,100,25,30,10,0,61,17,28,83,87,57,NA,NA,NA,10,0,NA
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","400866","Norman Ingram Public School","Public","Not applicable","Elementary","English","JK-5","50 Duncairn Rd","Toronto, City of","North York","M3B1C8","230",43.73995,-79.3496,40,95,20,25,5,0,66,59,69,NA,NA,NA,NA,NA,NA,10,0,NA
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","402940","Norseman Junior Middle School","Public","Not applicable","Elementary","English","JK-8","105 Norseman St","Toronto, City of","Etobicoke","M8Z2R1","860",43.6343,-79.5163,18,100,9,10,10,2,82,60,65,93,94,67,NA,NA,NA,4,1,NA
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","403075","North Agincourt Junior Public School","Public","Not applicable","Elementary","English","JK-6","60 Moran Rd","Toronto, City of","Scarborough","M1S2J3","330",43.79645,-79.2761,45,100,5,5,0,5,74,52,64,94,87,72,NA,NA,NA,15,5,NA
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","929468","North Albion Collegiate Institute","Public","Not applicable","Secondary","English","9-12","2580 Kipling Ave","Toronto, City of","Toronto","M9V3B2","690",43.74713,-79.5851,54,100,19,20,19,0,NA,NA,NA,NA,NA,NA,NA,NA,70,15,20,29
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","403202","North Bendale Junior Public School","Public","Not applicable","Elementary","English","JK-6","29 Aveline Cres","Toronto, City of","Scarborough","M1H2P4","125",43.77045,-79.2476,40,100,10,10,20,0,53,42,53,92,83,58,NA,NA,NA,15,0,NA
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","403237","North Bridlewood Junior Public School","Public","Not applicable","Elementary","English","JK-6","50 Collingsbrook Blvd","Toronto, City of","Scarborough","M1W1L7","230",43.78891,-79.3186,45,100,15,15,15,0,74,59,51,90,82,57,NA,NA,NA,15,10,NA
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","966722","North East Secondary Alternative School","Public","Not applicable","Secondary","English","9-12","2900 Don Mills Rd","Toronto, City of","Toronto","M2J3B6","SP",43.78265,-79.3491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","407291","North Kipling Junior Middle School","Public","Not applicable","Elementary","English","JK-8","2 Rowntree Rd","Toronto, City of","Etobicoke","M9V5C7","545",43.75185,-79.5843,39,99,19,19,7,6,49,45,36,64,64,35,NA,NA,NA,18,24,NA
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","409570","North Preparatory Junior Public School","Public","Not applicable","Elementary","English","JK-6","1100 Spadina Rd","Toronto, City of","Toronto","M5N2M6","230",43.70569,-79.4202,55,100,40,40,10,0,83,61,72,90,81,38,NA,NA,NA,10,0,NA
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","930504","North Toronto Collegiate Institute","Public","Not applicable","Secondary","English","9-12","17 Broadway Ave","Toronto, City of","Toronto","M4P1T7","1220",43.70993,-79.3961,35,99,23,24,16,2,NA,NA,NA,NA,NA,NA,NA,NA,95,12,1,80
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","932812","North West Secondary Alternative School","Public","Not applicable","Secondary","English","9-12","425 Patricia Avenue","Toronto, City of","NORTH YORK","M2R2N1","SP",43.78521,-79.4409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","930768","Northern Secondary School","Public","Not applicable","Secondary","English","9-12","851 Mount Pleasant Rd","Toronto, City of","Toronto","M4P2L5","2075",43.71053,-79.3902,21,99,7,8,21,17,NA,NA,NA,NA,NA,NA,NA,NA,91,10,1,72
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","411132","Northlea Elementary and Middle School","Public","Not applicable","Elementary","English","JK-8","305 Rumsey Rd","Toronto, City of","East York","M4G1R4","745",43.71444,-79.3695,15,99,7,8,11,2,79,74,79,95,97,82,NA,NA,NA,6,0,NA
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","931020","Northview Heights Secondary School","Public","Not applicable","Secondary","English","9-12","550 Finch Ave W","Toronto, City of","Toronto","M2R1N6","1585",43.77442,-79.4463,57,100,17,18,17,2,NA,NA,NA,NA,NA,NA,NA,NA,86,14,5,57
"2024-2025","B66052","Toronto DSB","Pub Dist Sch Brd (E/F)","411914","Norway Junior Public School","Public","Not applicable","Elementary","English","JK-6","390 Kingston Road","Toronto, City of","Toronto","M4L1T9","300",43.6765,-79.3063,0,100,0,0,10,0,95,80,80,100,97,60,NA,NA,NA,5,0,NA
