"year","course_code","course_description","grade","pathway_or_destination","enrolment"
"2018-2019","TXG4T","Introduction Spa Management","Grade 12","College Delivered (Dual Credits)","25"
"2018-2019","TXH3E","Hairstyling and Aesthetics: Hairstyling","Grade 11","Workplace Preparation (Grade 11 & 12 level)","615"
"2018-2019","TXH4E","Hairstyling and Aesthetics: Hairstyling","Grade 12","Workplace Preparation (Grade 11 & 12 level)","200"
"2018-2019","TXI4T","Introductory Cosmetic Application","Grade 12","College Delivered (Dual Credits)","270"
"2018-2019","TXJ1O","Exploring Hairstyling and Aesthetics","Grade 9","Open (Grade 9 - 12 level)","1505"
"2018-2019","TXJ2O","Hairstyling and Aesthetics","Grade 10","Open (Grade 9 - 12 level)","6720"
"2018-2019","TXJ3E","Hairstyling and Aesthetics","Grade 11","Workplace Preparation (Grade 11 & 12 level)","5025"
"2018-2019","TXJ4E","Hairstyling and Aesthetics","Grade 12","Workplace Preparation (Grade 11 & 12 level)","1820"
"2018-2019","TXK4T","Manicures","Grade 12","College Delivered (Dual Credits)","90"
"2018-2019","TXO4T","Nails","Grade 12","College Delivered (Dual Credits)","<10"
"2018-2019","TXQ4T","Advanced Techniques","Grade 12","College Delivered (Dual Credits)","15"
"2018-2019","TXU4T","Nail Technology","Grade 12","College Delivered (Dual Credits)","40"
"2018-2019","TYA4T","Domestic Animal Science","Grade 12","College Delivered (Dual Credits)","15"
"2018-2019","TYB4T","Animal Grooming","Grade 12","College Delivered (Dual Credits)","15"
"2018-2019","TYC4T","Animal Nursing Fundamentals","Grade 12","College Delivered (Dual Credits)","10"
"2018-2019","TYE4T","Aviation","Grade 12","College Delivered (Dual Credits)","10"
"2018-2019","TYF4T","Aircraft Aerodynamics","Grade 12","College Delivered (Dual Credits)","15"
"2018-2019","TYH4T","Firefighting Equipment","Grade 12","College Delivered (Dual Credits)","60"
"2018-2019","TZA4T","Precision Machining","Grade 12","College Delivered (Dual Credits)","30"
"2018-2019","TZB4Y","Refrigeration and Air Conditioning Systems Mechanics","Grade 12","Apprenticeship Program (Dual Credits)","10"
"2018-2019","TZE4T","Arboriculture/Chainsaw Practices","Grade 12","College Delivered (Dual Credits)","50"
"2018-2019","TZH4T","General Machining Principles and Practice","Grade 12","College Delivered (Dual Credits)","75"
"2018-2019","TZP4T","Machine Shop Fundamentals","Grade 12","College Delivered (Dual Credits)","40"
"2019-2020","ADA1O","Drama","Grade 9","Open (Grade 9 - 12 level)","30955"
"2019-2020","ADA2O","Drama","Grade 10","Open (Grade 9 - 12 level)","20375"
"2019-2020","ADA3M","Drama","Grade 11","University/College Preparation (Grade 11 & 12 level)","8865"
"2019-2020","ADA3O","Drama","Grade 11","Open (Grade 9 - 12 level)","1425"
"2019-2020","ADA4E","Drama","Grade 12","Workplace Preparation (Grade 11 & 12 level)","155"
"2019-2020","ADA4M","Drama","Grade 12","University/College Preparation (Grade 11 & 12 level)","5590"
"2019-2020","ADB1O","Drama - Musical Theatre","Grade 9","Open (Grade 9 - 12 level)","160"
"2019-2020","ADB2O","Drama - Musical Theatre","Grade 10","Open (Grade 9 - 12 level)","205"
"2019-2020","ADB3M","Drama - Musical Theatre","Grade 11","University/College Preparation (Grade 11 & 12 level)","470"
"2019-2020","ADB3O","Drama - Musical Theatre","Grade 11","Open (Grade 9 - 12 level)","20"
"2019-2020","ADB4M","Drama - Musical Theatre","Grade 12","University/College Preparation (Grade 11 & 12 level)","425"
"2019-2020","ADC1O","Drama in the Community","Grade 9","Open (Grade 9 - 12 level)","110"
"2019-2020","ADC2O","Drama in the Community","Grade 10","Open (Grade 9 - 12 level)","80"
"2019-2020","ADC3M","Drama in the Community","Grade 11","University/College Preparation (Grade 11 & 12 level)","120"
"2019-2020","ADC3O","Drama in the Community","Grade 11","Open (Grade 9 - 12 level)","<10"
"2019-2020","ADC4M","Drama in the Community","Grade 12","University/College Preparation (Grade 11 & 12 level)","165"
"2019-2020","ADD1O","Drama - Production","Grade 9","Open (Grade 9 - 12 level)","730"
"2019-2020","ADD2O","Drama - Production","Grade 10","Open (Grade 9 - 12 level)","860"
"2019-2020","ADD3M","Drama - Production","Grade 11","University/College Preparation (Grade 11 & 12 level)","1085"
"2019-2020","ADD3O","Drama - Production","Grade 11","Open (Grade 9 - 12 level)","120"
"2019-2020","ADD4M","Drama - Production","Grade 12","University/College Preparation (Grade 11 & 12 level)","1055"
"2019-2020","ADD4O","Drama - Production","Grade 12","Open (Grade 9 - 12 level)","20"
"2019-2020","ADE4T","Global Performing Arts","Grade 12","College Delivered (Dual Credits)","<10"
"2019-2020","ADF3M","Director's Craft","Grade 11","University/College Preparation (Grade 11 & 12 level)","70"
"2019-2020","ADF4M","Director's Craft","Grade 12","University/College Preparation (Grade 11 & 12 level)","180"
"2019-2020","ADG3M","Drama - Acting/Improvisation","Grade 11","University/College Preparation (Grade 11 & 12 level)","205"
"2019-2020","ADG3O","Drama - Acting/Improvisation","Grade 11","Open (Grade 9 - 12 level)","30"
"2019-2020","ADG4M","Drama - Acting/Improvisation","Grade 12","University/College Preparation (Grade 11 & 12 level)","125"
"2019-2020","ADH4T","Performing Arts Career Studies","Grade 12","College Delivered (Dual Credits)","<10"
"2019-2020","ADP3M","Drama - Playwriting/Theatre Development","Grade 11","University/College Preparation (Grade 11 & 12 level)","85"
"2019-2020","ADP4M","Drama - Playwriting/Theatre Development","Grade 12","University/College Preparation (Grade 11 & 12 level)","70"
"2019-2020","ADT3M","Drama - Canadian Theatre","Grade 11","University/College Preparation (Grade 11 & 12 level)","15"
"2019-2020","ADT4M","Drama - Canadian Theatre","Grade 12","University/College Preparation (Grade 11 & 12 level)","25"
"2019-2020","ADV1O","Drama - Film/Video","Grade 9","Open (Grade 9 - 12 level)","45"
"2019-2020","ADV2O","Drama - Film/Video","Grade 10","Open (Grade 9 - 12 level)","105"
"2019-2020","ADV3M","Drama - Film/Video","Grade 11","University/College Preparation (Grade 11 & 12 level)","300"
"2019-2020","ADV3O","Drama - Film/Video","Grade 11","Open (Grade 9 - 12 level)","40"
"2019-2020","ADV4M","Drama - Film/Video","Grade 12","University/College Preparation (Grade 11 & 12 level)","345"
"2019-2020","AEA3O","Exploring and Creating in the Arts","Grade 11","Open (Grade 9 - 12 level)","325"
"2019-2020","AEA4O","Exploring and Creating in the Arts","Grade 12","Open (Grade 9 - 12 level)","420"
"2019-2020","AEA4T","Art Gaming","Grade 12","College Delivered (Dual Credits)","10"
"2019-2020","AEB4T","Exploring Art and Design","Grade 12","College Delivered (Dual Credits)","15"
"2019-2020","AEF4T","Design","Grade 12","College Delivered (Dual Credits)","50"
"2019-2020","AEL4T","Basic  Design","Grade 12","College Delivered (Dual Credits)","40"
"2019-2020","AEM4T","Composition and Creativity","Grade 12","College Delivered (Dual Credits)","40"
"2019-2020","AFA4T","Illustration","Grade 12","College Delivered (Dual Credits)","60"
"2019-2020","AFB4T","Painting and Drawing","Grade 12","College Delivered (Dual Credits)","<10"
"2019-2020","AFD4T","Drawing","Grade 12","College Delivered (Dual Credits)","105"
"2019-2020","AFE4T","Basic Digital Photography","Grade 12","College Delivered (Dual Credits)","<10"
"2019-2020","AFG4T","2D Digital Art","Grade 12","College Delivered (Dual Credits)","20"
"2019-2020","AFI4T","Digital Photography and Image Editing","Grade 12","College Delivered (Dual Credits)","90"
"2019-2020","AFJ4T","Digital Art and Design","Grade 12","College Delivered (Dual Credits)","65"
"2019-2020","AFK4T","Digital Photography Techniques","Grade 12","College Delivered (Dual Credits)","125"
"2019-2020","AFM4T","Digital Applications","Grade 12","College Delivered (Dual Credits)","20"
"2019-2020","AFO4T","Painting and Drawing - Watercolour","Grade 12","College Delivered (Dual Credits)","<10"
"2019-2020","AFR4T","Modelling and Animation","Grade 12","College Delivered (Dual Credits)","55"
"2019-2020","AHE4T","Music and Society","Grade 12","College Delivered (Dual Credits)","45"
"2019-2020","AHG4T","Canadian Music Industry","Grade 12","College Delivered (Dual Credits)","<10"
"2019-2020","ALC1O","Integrated Arts","Grade 9","Open (Grade 9 - 12 level)","2935"
"2019-2020","ALC2O","Integrated Arts","Grade 10","Open (Grade 9 - 12 level)","575"
"2019-2020","AMB1O","Instrumental Music - Brass","Grade 9","Open (Grade 9 - 12 level)","75"
"2019-2020","AMB2O","Instrumental Music - Brass","Grade 10","Open (Grade 9 - 12 level)","30"
"2019-2020","AMB3M","Instrumental Music - Brass","Grade 11","University/College Preparation (Grade 11 & 12 level)","25"
"2019-2020","AMB4M","Instrumental Music - Brass","Grade 12","University/College Preparation (Grade 11 & 12 level)","25"
"2019-2020","AMC1O","Music for Creating","Grade 9","Open (Grade 9 - 12 level)","255"
"2019-2020","AMC2O","Music for Creating","Grade 10","Open (Grade 9 - 12 level)","290"
"2019-2020","AMC3M","Music for Creating","Grade 11","University/College Preparation (Grade 11 & 12 level)","360"
"2019-2020","AMC3O","Music for Creating","Grade 11","Open (Grade 9 - 12 level)","165"
"2019-2020","AMC4M","Music for Creating","Grade 12","University/College Preparation (Grade 11 & 12 level)","310"
"2019-2020","AMD1O","Electronic Music","Grade 9","Open (Grade 9 - 12 level)","20"
"2019-2020","AMD2O","Electronic Music","Grade 10","Open (Grade 9 - 12 level)","55"
"2019-2020","AMD3M","Electronic Music","Grade 11","University/College Preparation (Grade 11 & 12 level)","45"
"2019-2020","AMD3O","Electronic Music","Grade 11","Open (Grade 9 - 12 level)","20"
"2019-2020","AMD4M","Electronic Music","Grade 12","University/College Preparation (Grade 11 & 12 level)","20"
"2019-2020","AME1O","Small Ensemble","Grade 9","Open (Grade 9 - 12 level)","105"
"2019-2020","AME2O","Small Ensemble","Grade 10","Open (Grade 9 - 12 level)","120"
"2019-2020","AME3M","Small Ensemble","Grade 11","University/College Preparation (Grade 11 & 12 level)","175"
"2019-2020","AME3O","Small Ensemble","Grade 11","Open (Grade 9 - 12 level)","130"
"2019-2020","AME4M","Small Ensemble","Grade 12","University/College Preparation (Grade 11 & 12 level)","185"
"2019-2020","AMG1O","Guitar Music","Grade 9","Open (Grade 9 - 12 level)","1625"
"2019-2020","AMG2O","Guitar Music","Grade 10","Open (Grade 9 - 12 level)","5195"
"2019-2020","AMG3M","Guitar Music","Grade 11","University/College Preparation (Grade 11 & 12 level)","1255"
"2019-2020","AMG3O","Guitar Music","Grade 11","Open (Grade 9 - 12 level)","1340"
"2019-2020","AMG4M","Guitar Music","Grade 12","University/College Preparation (Grade 11 & 12 level)","925"
"2019-2020","AMH1O","Stage-Band Music","Grade 9","Open (Grade 9 - 12 level)","80"
"2019-2020","AMH2O","Stage-Band Music","Grade 10","Open (Grade 9 - 12 level)","195"
"2019-2020","AMH3M","Stage-Band Music","Grade 11","University/College Preparation (Grade 11 & 12 level)","345"
"2019-2020","AMH3O","Stage-Band Music","Grade 11","Open (Grade 9 - 12 level)","50"
"2019-2020","AMH4M","Stage-Band Music","Grade 12","University/College Preparation (Grade 11 & 12 level)","360"
"2019-2020","AMI1O","Instrumental Music - Band","Grade 9","Open (Grade 9 - 12 level)","13510"
"2019-2020","AMI2O","Instrumental Music - Band","Grade 10","Open (Grade 9 - 12 level)","6715"
"2019-2020","AMI3M","Instrumental Music - Band","Grade 11","University/College Preparation (Grade 11 & 12 level)","3725"
"2019-2020","AMI3O","Instrumental Music - Band","Grade 11","Open (Grade 9 - 12 level)","90"
"2019-2020","AMI4M","Instrumental Music - Band","Grade 12","University/College Preparation (Grade 11 & 12 level)","2655"
"2019-2020","AMJ1O","Vocal Jazz","Grade 9","Open (Grade 9 - 12 level)","10"
"2019-2020","AMJ2O","Vocal Jazz","Grade 10","Open (Grade 9 - 12 level)","90"
"2019-2020","AMJ3M","Vocal Jazz","Grade 11","University/College Preparation (Grade 11 & 12 level)","100"
"2019-2020","AMJ3O","Vocal Jazz","Grade 11","Open (Grade 9 - 12 level)","10"
"2019-2020","AMJ4M","Vocal Jazz","Grade 12","University/College Preparation (Grade 11 & 12 level)","145"
"2019-2020","AMK1O","Keyboard Music","Grade 9","Open (Grade 9 - 12 level)","655"
"2019-2020","AMK2O","Keyboard Music","Grade 10","Open (Grade 9 - 12 level)","1595"
"2019-2020","AMK3M","Keyboard Music","Grade 11","University/College Preparation (Grade 11 & 12 level)","500"
"2019-2020","AMK3O","Keyboard Music","Grade 11","Open (Grade 9 - 12 level)","200"
"2019-2020","AMK4M","Keyboard Music","Grade 12","University/College Preparation (Grade 11 & 12 level)","320"
"2019-2020","AMM1O","Music and Computers","Grade 9","Open (Grade 9 - 12 level)","145"
"2019-2020","AMM2O","Music and Computers","Grade 10","Open (Grade 9 - 12 level)","450"
"2019-2020","AMM3M","Music and Computers","Grade 11","University/College Preparation (Grade 11 & 12 level)","465"
"2019-2020","AMM3O","Music and Computers","Grade 11","Open (Grade 9 - 12 level)","200"
"2019-2020","AMM4M","Music and Computers","Grade 12","University/College Preparation (Grade 11 & 12 level)","240"
"2019-2020","AMO1O","Instrumental Music - Orchestra","Grade 9","Open (Grade 9 - 12 level)","165"
"2019-2020","AMO2O","Instrumental Music - Orchestra","Grade 10","Open (Grade 9 - 12 level)","195"
"2019-2020","AMO3M","Instrumental Music - Orchestra","Grade 11","University/College Preparation (Grade 11 & 12 level)","190"
"2019-2020","AMO3O","Instrumental Music - Orchestra","Grade 11","Open (Grade 9 - 12 level)","<10"
"2019-2020","AMO4M","Instrumental Music - Orchestra","Grade 12","University/College Preparation (Grade 11 & 12 level)","140"
"2019-2020","AMP1O","Instrumental Music - Percussion","Grade 9","Open (Grade 9 - 12 level)","145"
"2019-2020","AMP2O","Instrumental Music - Percussion","Grade 10","Open (Grade 9 - 12 level)","95"
"2019-2020","AMP3M","Instrumental Music - Percussion","Grade 11","University/College Preparation (Grade 11 & 12 level)","60"
"2019-2020","AMP3O","Instrumental Music - Percussion","Grade 11","Open (Grade 9 - 12 level)","15"
"2019-2020","AMP4M","Instrumental Music - Percussion","Grade 12","University/College Preparation (Grade 11 & 12 level)","35"
"2019-2020","AMQ1O","Music - Steel Drum","Grade 9","Open (Grade 9 - 12 level)","260"
"2019-2020","AMQ2O","Music - Steel Drum","Grade 10","Open (Grade 9 - 12 level)","225"
"2019-2020","AMQ3M","Music - Steel Drum","Grade 11","University/College Preparation (Grade 11 & 12 level)","55"
"2019-2020","AMQ3O","Music - Steel Drum","Grade 11","Open (Grade 9 - 12 level)","<10"
"2019-2020","AMQ4M","Music - Steel Drum","Grade 12","University/College Preparation (Grade 11 & 12 level)","30"
"2019-2020","AMR1O","Repertoire","Grade 9","Open (Grade 9 - 12 level)","3250"
"2019-2020","AMR2O","Repertoire","Grade 10","Open (Grade 9 - 12 level)","3940"
"2019-2020","AMR3M","Repertoire","Grade 11","University/College Preparation (Grade 11 & 12 level)","2975"
"2019-2020","AMR3O","Repertoire","Grade 11","Open (Grade 9 - 12 level)","275"
"2019-2020","AMR4M","Repertoire","Grade 12","University/College Preparation (Grade 11 & 12 level)","2075"
"2019-2020","AMS1O","Instrumental Music - Strings","Grade 9","Open (Grade 9 - 12 level)","1785"
"2019-2020","AMS2O","Instrumental Music - Strings","Grade 10","Open (Grade 9 - 12 level)","1075"
"2019-2020","AMS3M","Instrumental Music - Strings","Grade 11","University/College Preparation (Grade 11 & 12 level)","680"
"2019-2020","AMS3O","Instrumental Music - Strings","Grade 11","Open (Grade 9 - 12 level)","30"
